회사명,고유번호
극한직업문화산업전문회사,1503948
한국투자성장소부장사모투자,1514209
케이피피,918392
삼일네트웍스,1375035
비제이에이제이차,1523580
에코크리스탈,1523599
제브라투자자문,1392926
협성위즈덤,1525889
동강풍력발전,1525898
울산풍력발전,1525904
육백산풍력발전,1525913
경기제사공업,1402162
차차차제일차,1489268
케이비씨제삼차,1489277
이스타홀딩스,1172395
실버에로우코리아이천이십의일유동화전문유한회사,1489772
이노씨앤디,1528804
우경디앤씨,1378847
케이아이에스대체제삼차,1521670
플라자디앤씨,1392652
캘거리홀딩스,1495588
신보2020제19차유동화전문유한회사,1506954
에이치와이에이치티제이차,1507351
비케이어게인제일차,1507360
엘에스케이제1호사모투자,1507315
에이스인터내셔널,1506680
제이엔제이글로벌,1153822
씨와이성서드림,1427967
에스타이거동방,1483617
케이비쏘시오제일차,1483626
하나에이아이씨제일차,1488481
헨델어드바이저스코리아,1498150
큐씨피이글홀딩스,1498248
몬티스월드와이드,1498266
미진건설,1017104
디에스지사,1434930
구찌코리아,306852
와이드뷰,1507892
에이투젠,1514236
로즈인제이차,1487075
샤이닝스톤옥정,1487233
하나씨케이제일차,1487242
원더풀지엠제사십팔차,1487251
케이비에이치제육차,1487260
트루가산제일차,1487279
가담파크,1487288
에이블가화원,1487297
남산제일차,1487303
퓨어정홀딩스컴퍼니,1487312
마쿠하리티케이,1487394
사우스솔릭,1487400
코어테크놀로지,1391510
엔에이치지오제일차,1523845
메이슨파트너스,1527692
창대코퍼레이션,1399008
WellingtonManagementSingaporePte.Ltd.,1490291
크린누리,1296482
진성과학,923640
미강티엔에스,1465329
코이,987958
선명회계법인,383374
헬로서치,1496134
암브로시아이츠,1497267
티이씨제이차,1508068
오펙스제이차,1508077
두림호텔,1507856
제이온스카이,1508253
볼베제일차,1508262
모메이코스메틱,1522758
엔티에이제일차,1522989
대천여객자동차,1503665
네오코인제이차,1488579
웰컴투스프링제오차,1488597
이지스전문투자형230호사모부동산투자,1498336
동북화학,485894
이현투자개발,1508439
엘원비엘티제오차,1179246
이레상운,1508004
스콜피온파트너스,1509191
케이비그레이트베어제일차,1514306
류마,1227358
가리온,1303852
윈드스타제일차,1487419
케이비코크렙에이블위탁관리부동산투자회사,1487543
이스턴스톤,1109201
와이케이수원7제일차,1487701
뉴스타김포제일차,1516678
뉴스타대덕,1516687
지우엔,1294457
다마텍엔지니어링,1295863
켈리인베스트먼트,1320716
더네이쳐,1490495
삼흥산업,920078
지트리홀딩스,1528628
에스엠,1491917
남한산업,605726
피티에스지피에프브이,1152461
더블리치제육차,1518472
더블리치제칠차,1518481
더블리치제팔차,1518490
가브리엘제오차,1518515
다다디에이티,1300891
마에스트로디큐브,1488083
삼우제일차,1487066
키스아이비플러스제이십육차,1482539
씨엔전자,570369
그린플루토시그마,1488764
슈엘로제일차,1488773
뉴공덕제이차,1488870
뉴공덕제삼차,1488898
상상인이안제3호기업인수목적,1488922
무궁화글로벌홀딩스,1496462
스카이레이크에쿼티인베스트먼트제1호,1509252
디나인인베스트,1507786
호형미트,1508952
스카이레이크롱텀스트래티직인베스트먼트,1509270
에스아이리얼티,891138
성이약품,1487507
대유철강,568498
아코디스,370538
대림엔지니어링,633118
마에스트로디에스,1527823
존슨콘트롤즈코리아,1527647
존슨콘트롤즈홀딩스코리아,1527665
롤링스톤,623759
이씨알엔씨,1492925
이스트문,1492970
롱브릿지,1492989
비욘드평택제삼차,1492998
텐케이컴퍼니,1408731
서영물류,464785
철도운전기술,1497160
지아이비에이치에스제삼차,1518287
지아이비에이치에스제사차,1518296
지아이비에스티,1518302
지엔케이홀딩스,1518311
지아이비에스제오차,1518320
지아이비제이디티,1518685
더블리치제사차,1518694
지아이비에이치알티제일차,1518700
성담개발,1142297
워너관광개발,925240
InvescoCanadaLtd.,593537
티웨이에어서비스,1505168
코드엑스,1509298
에스앤디에이치씨,1509632
서암건설,1505414
피티케이디제일차,1529140
연디오씨,1469325
유플러스파이브지제오십삼차유동화전문유한회사,1498460
터보기계홀딩스,1498637
씨에스티컴퍼니,1498594
세종에스엠에스,690034
양재트리플제일차,1498682
삼보동선,963480
툴스홀딩스,1498725
세종기업,451921
더케이원제일차,1509827
더케이원제이차,1509836
제이에스주택건설,1509544
아람디앤씨,1509377
파로스자산운용,1413539
알비케이엔컴퍼니,1163759
동아석유,1488621
에프엔송도5제일차,1488825
유암코헬리오스중소기업성장창업벤처전문사모투자,1517002
마스턴제110호전문투자형사모부동산투자회사,1523997
알엔딥,1523881
포에버제이비제일차,1200290
제로에너지하우스2호유동화전문유한회사,1524206
PineBridgeInvestmentsAsiaLimited,647874
비욘드에스제이제이차,1493030
이맥스아이엔시,962232
더블리치제오차,1518719
마츠호텔,1227303
블룸즈베리리소시스리미티드,1516669
티디엠,1519064
렛츠커머스,1396117
화성물산,1248713
브이핀테크,1493553
포드조이리미티드,1493605
한국전자,1389232
다나스,1269132
승경원,1509359
서종글로벌,1508299
오케이스웨그바디,1509447
제이아이씨,1509863
엘오토월드제일차,1523492
에코클로버,1523517
에코옐로우,1523526
모데라토오키드,1523535
에코라벤더,1523544
와이케이영통제일차,1523553
로지스안성제일차,1523562
랜드마크칠성제일차,1523571
블루원레저,1523605
에코베이지,1523711
프로스코,1021541
수산기업,1486641
마르코니그로쓰1호사모투자,1491397
서영주택관리,1497920
엠뷰티,1494437
에이원포트클랑,1498859
브로드웨이제일차,1498868
스탠튼제팔차,1498877
쥐피아이제십오차,1498886
아이파크패키지제이차,1498895
아이파크패키지제일차,1498929
티에스제삼차,1510106
금촌이유동화전문유한회사,1510124
디비아테네제십팔차,1510133
농업회사법인강한돈,1509872
아레테,1510188
퓨처웨어,879604
유더블유제구차유동화전문유한회사,995814
에프엔송도5제이차,1488834
유티씨인베스트먼트,254920
진앤스타,1464737
비타컴퍼니,1350735
비전,1327816
젤리피쉬엔터테인먼트,988531
키스제이케이,1517020
루트링크,1517075
아름투자자문,1353477
세덕회계법인,1492235
고려계전,926328
MiriCapitalManagementLLC,1528196
카이저제빙기,1491120
에이치하우스제일차,1492129
비와이케이제이차,1492138
지아이비솔루션제일차,1492147
마크스,1320080
신한디스플레이제삼차,1492156
에이치온제일차,1492165
천마고속,1491421
에프엔포일제일차,1517871
베스트청계제이차,1517880
퍼스트디에프제이차,1517899
베스트디에프제사차,1517905
코나글로벌,1412895
지디프로젝트원유동화전문유한회사,1517932
에스엠네트웍스대부,1451618
에스지브라이트,1497276
에스지코어,1497285
산들애,1495746
선조산업,1497346
영진기업,1496356
엠케이제십팔차,1510294
키움파트너스제삼차,1510300
아이피제일차,1510319
디비아폴로제이십일차,1510601
에이엠비히어로즈,1510610
뉴스텔라제육차,1510629
니드원제오차,1510638
하이도미네이션제십칠차,1510656
루블랑제일차,1510665
케이티씨제이차,1525250
워머신제십칠차,1525269
티안리코리아컨스트럭션,1353194
무한티에스,1358445
피치에코,1498938
루나도곡,1499007
에이블대농,1499016
뉴스타춘천제일차,1499034
온누리미디어,1194883
오뉴이노베이션,1510869
티씨엠코리아,1508624
와이에스플러스제일차,1510966
지아이비랩제일차,1514795
제이드림제18차,1514856
에스마크,100258
리딩성남제삼차,1489286
엔에스광명제이차,1489295
에이치엠퍼스트,1489301
포레스트큐브제일차,1489310
후쿠오카티케이,1489329
더원코스메틱,1504169
빅포제일차,1505016
빅포제이차,1505025
투니플레이,1505061
비케이어게인제삼차,1507379
피에이트레이드,1510531
케이티비한제이차,1494279
에스지플래닝,662651
띵소프트,1129296
지투지프라이빗에쿼티제일호사모투자,1513741
엔픽플,1516906
글러브엔터테인먼트,1327010
솔엠시스텍,1502842
파워텍코리아,1499238
제네시스고산원유동화전문유한회사,1511789
미래와도시,941798
엘리스,1099515
시민행복서비스,1432367
마루에이치알,1494765
두양보타니,1494783
제이씨어슈어런스제1호,1494923
오르카성장,1494932
북인천제일차,1494950
캑터스바이아웃제3의2호,1494969
강호,1508457
부림비엠,351339
양주에코텍,1203543
리더스에셋홀딩스,1271623
세명검사기술,1473081
청보,1464065
람정코리아,1152939
우영메디텍,911441
에이치엠,1360361
플랜업에코,1497601
신보2017제7차유동화전문,1263235
디앤디퍼시픽,893075
제이엔자이언트스파이스사모투자,1515651
에코도시개발,1220610
한독정밀,1494835
남이제일차,1496587
뉴스타와니제이차,1496596
와이케이헤센,1320415
에스유에이플러스,1491847
아이씨엠,1219553
한림,1463525
대성피에스,1087413
씨스테인웨그로지스틱스코리아,569433
주광계전,1495597
페리투스파트너스,1516049
요진건설프로젝트금융투자,667294
식탁이있는삶,1428470
코럴핑크,1195934
화신문화,1489222
프리미어슈페리어,1530395
화인자산운용,1493191
네오슈테른테크놀로지,359766
글로앤웰,255141
이지스아이스퀘어피에프브이,1280940
자산유리,146816
우현기술,1478402
이너매스퍼시픽,1415689
거성빅스타,1213090
동명정기,928423
엔피,1399983
온페이스,1343072
코아뱅크,1498363
네오플러스,1498664
일오종합주류,1506778
투게더디에고,1504594
서울파이낸스클럽,1504628
케이비에이치제오차,1483370
농업회사법인장지,1483398
케이와이드림제이차,1483404
에스앤엘제일차,1483413
에이제이네트웍스제일차,1483495
트루프렌드원디제이차,1483501
트루프렌드원디제삼차,1483510
엔티에이치인터내셔널,1040847
빈티지랩,1498099
일진인쇄,1495135
에코로즈,1529584
지아이비에스제이차,1483422
엔에이치한화첨단제일차,1483431
에스타이거제육차,1483440
나노프로텍,1475502
무등산베스트제일차,1437575
제이온피,1477713
신보2020제8차유동화전문유한회사,1486395
신보2020제10차유동화전문유한회사,1486401
스킨앤내추럴,1486599
우리스틸제일차,1486605
컨시드,618182
제이원와이드,1355882
카카오엠,1337460
알머스제일차,1483769
정일스톨트헤븐울산제이차,1483778
그린라인제일차,1483884
O-NetCommunicationsHoldingsLimited,1484209
유암코기업리바운스제일차기업재무안정사모투자,1484218
딘텍스코리아,1138975
무림하우징,1499511
악텔리온파마수티컬즈코리아,1497081
에즈라채리터블트러스트,1516395
투더문컴퍼니,1516401
밸런스제일차,1530128
한화에이스기업인수목적4호,1247918
집닥,1380480
베이스제일차,1505070
마이트상봉제일차,1505089
마이트상봉제이차,1505098
네오드림푸드,1505104
프리미어성장전략엠앤에이2호사모투자,1505238
이오스디자인,1505256
신동페인트공업,135935
엔에이치디스플레이제일차,1483459
우리공덕제일차,1483468
천장산풍력,1483477
트루프렌드원디제일차,1483486
비닷두,1483556
엔젤레스제십칠차,1483662
우리더콜로니운정,1483671
파크원알파제사차,1483680
엔에이치에이치티제이차,1483699
엔에이치판교아이스퀘어,1483705
마에스트로엘이씨,1483714
뉴스타비에이치에이제일차,1483723
협우설비,1498521
청지기,1499201
에스앤엘비제일차,1500659
대상건설,1293476
이아이씨,1382901
파워스캔그룹,1486650
이노와이즈인베스트먼트,1115831
케이씨앤윤홍,929334
소프트레이어테크놀로지스코리아,1463695
주영테크,1468469
제이알제11호위탁관리부동산투자회사,1005312
비티유에이앤,1378254
피에이치비제팔차유동화전문유한회사,1486289
코스톤라이트닝사모투자,1486580
케이비스타제일차유동화전문유한회사,1502259
인스타디앤씨,1312647
코테에프엔디,1472222
한국제6호기업인수목적,1257526
케이와이푸드넷,1505140
최강닥터,1430776
젤록스,1392111
루맵젠,1393244
뉴스타에이케이제이차,1505432
월송,1378218
청명산업개발,1370021
뉴스타엔엘씨에스제일차,1483732
그라가스제일차,1483741
파인솔루션제십육차,1483787
더블유엠우리마트제일차,1483796
우리에이치더블유제일차,1483802
엔터식스제일차,1483811
하나머티리얼즈제일차,1483820
네트원큐제일차,1483839
에이치에이치아이제일차,1483848
에이케이수원제육차,1483857
에프엔하남미사제일차,1483866
메인스톤,1507087
교하,262895
라도,1232129
백림솔루션,1295438
흥국공업,167013
키스시너지제일차,1504017
비에스지트라이어스,1513547
프로핏대부,1373046
비손개발,1280162
에이블성내제이차,1489578
케이브이엠,1489587
케이비디타워제일차,1489639
케이씨솔라에너지,680550
론드서클,1504822
하이도미네이션제구차,1504974
우리감정평가법인,1504549
와이알인베스트,1506884
유에이치제사차유동화전문유한회사,1048690
유피에프제일차유동화전문유한회사,846110
회계법인서본,1511822
퀘렌시아,1380392
성호컴퍼니,1224403
도시안,1297931
마스엘디제일차,1484032
마스엘디제이차,1484041
거제돔관광호텔,1148477
그랜드타워,1230176
네오씨티알,917995
대원상호저축은행,253736
롯데송도쇼핑타운,881344
치평개발,1455225
성신산업,986764
호범,1415722
씨앤케이,1288571
2020기보제이차유동화전문유한회사,1511813
평암농산법인,1511877
토이포커스,1099311
스리본드코리아,1225590
캐논코리아컨슈머이미징,600776
지인유동화제구차,1382381
케이원물류허브제1호위탁관리부동산투자회사,1211940
현현테크,1506635
이앤알컴퍼니,1506909
현진종합건설,1399965
케이엠베스트솔루션,1229295
위드보에셋,1511831
와이비제이,1511840
디어젠,1518454
엔브이씨파트너스,1344372
삼양바이오팜,890892
디스트릭트알투,1278796
비앤티,1088421
디스트릭트씨세븐,1278802
신산테크,806796
에이치앤씨네트웍스,1228278
신우주택아이엔케이,1371729
와이케이스톤제이차,1512159
에어라인제사차,1512168
마이트김해안동제일차,1512177
케이비아산배방제일차,1512186
승화가구,1252123
셰플러코리아,257662
제이에스아이컴퍼니,673170
에스비아이에스티엘에너지혁신사모투자,1519107
엔에이치애그리비즈밸류크리에이티브제일호사모투자,1130539
현장종합관리,1253247
엔에이치나우농식품1호사모투자,1434727
엔에이치나우농식품2호사모투자,1530517
제페토,919902
랜드스톤에이엠씨,1523298
케이엔이글로벌,1357774
트라이베스트,817534
경동하이테크,1148334
볼텍코리아,1137967
세람그린에너지,1464366
하나쉬핑,1528682
케이비스톤브릿지세컨더리사모투자,1526815
세아주택,253949
명인에듀,1526693
운호개발,960252
우진개발,1230741
케이에이치디,1084665
거홍건설,1208812
세티,1513343
예광인터내셔널,1521731
영농조합법인청송주왕산싱싱사과,1524020
대일테크,1081862
죽산피에프브이,1212198
휴비즈넷,1452422
지케이전선,1242092
자동기,1465426
피앤피머천다이징,1451867
세정로봇,1453245
금남중전기,1493128
장유종합건설,1234969
엔에이치엔픽셀큐브,1087565
하나그린제일차,1487048
에스지이에너지,1068852
트루프렌드평촌제일차,1487358
농업회사법인켄싱턴팜,1511752
제이제이강릉리조트,1290707
삼광솔라,1367452
동명컨설팅,1451016
성일개발,1416271
제이더블유자산관리,1499432
삼부크럭스개발,1175745
누날,1524491
우주,1404568
비피에너지,1451052
모두캐피탈대부,1075339
에이벤처스,1525001
삼원비앤에이,1157916
글로텍이엔씨,1438769
복락이엔씨,1458505
오푸스가든매니지먼트,1256794
에이치.티.씨,918471
에코파인트리제이차,1527328
핸드바이핸드,1527337
모스트레볼루션,1527355
리치게이트송도,1527364
우리파크원제일차,1527373
포르투나한들제일차,1487367
헬렌델마이어제일차,1487376
포르투나성황제일차,1487385
대봉산업,1106286
기산정공,1486553
한아스틸,459002
삼진JMC,922960
에이피월드,1408236
신장메디칼,1497090
제이제이리조트,1364695
메디파크,1413274
한스산업개발,1359213
진호개발,1291113
아이피로지스틱스,1475964
서정월드,1394492
이삭디벨로퍼,1287068
유니아나,304890
남경산업,967006
트리플에이제7차,1492563
리치월드제16차,1492572
리치월드제17차,1492581
시은제6차,1492590
코람코가치부가형리테일제1호위탁관리자부동산투자회사,1182417
트리플에이제8차,1492624
와이드코스트,1507795
동우통상,1212268
채움종합건설,1528187
초록마을알에스,1499478
우리디에스제일차,1527382
디파트너스,1417571
에이치투디앤아이,1145249
중부고속,1459230
엠슨,662925
해피투게더하우스제2호위탁관리부동산투자회사,1232156
청송안전시스템,1460926
제이에스티,1372995
이십일세기소프트,1504673
도형건설,1151860
웰컴엠에스,663872
연하,1152692
지구레미콘,660422
구웅산업,1172845
와이케이논현제일차,1508217
케이원카인,1508226
에이원카인,1508235
티월드제오십팔차유동화전문유한회사,1510504
슈프림제십팔차유동화전문유한회사,1511901
에이치월드제일차,1512007
와이케이광양제일차,1512034
하베스트제2호사모투자,1512450
한화에스테이트,249229
에이블구월제일차,1529362
에스알수색,1508156
달구벌유통,1507999
뉴골든개발노형케이,1508323
티월드제오십사차유동화전문유한회사,1488700
파주센트럴제일차,1488755
에쓰씨밸류리서치,957498
에이블남양주,1394517
한국이엔에쓰,915748
경산맑은물,1488940
씨엠티,1464409
코레도이앤씨,1495366
씨케이인더스트리,1371507
상영이엔지,1450354
한국뷰로베리타스,1018398
프레젼트,1513796
동화개발산업,831543
삼영비앤에프,1475566
펀딩119대부,1493854
안셀코리아,352134
씨피크라우드대부,1494109
해운어패럴,1473498
에프엠금거래소,1476149
호신,1507014
씨엠홀딩스컴퍼니,1507865
랜드온탑,1507926
대한에스엠,1363836
대신엔지니어링,921907
레드어쏘시에이츠,1365117
국제모피,253213
비욘드에스제이제일차,1493021
에프아이2011유동화전문유한회사,1510513
비케이녹번제일차,1511008
중정회계법인,1511600
유플러스파이브지제오십사차유동화전문유한회사,1511637
우리강남피에프브이,617846
청운건설,1377918
씨티씨그린,967130
농협충북유통,255637
문화지엔코,672764
만암,1218846
쿤스이엔티,1494260
제이피글로벌디앤씨,1225846
휴먼파워텍,1508563
비앤디네트웍스,1508378
비오케이,1508846
스프링나인,1489693
신텍,599887
천조국제여행사,1508907
리드,601641
펀다소셜대부,1213814
리레코코리아,1456932
필굿엠앤디,1393305
그랜드플래닝,1078743
신성그린,1508271
지엑스에스,1471302
토니인베스트먼트,1493766
이스트브릿지프라이빗에쿼티,1493906
나인테일,1509058
치엔앤머니,1514485
비아이,1384608
한강센트럴시티,1381577
더하이스트제팔차,1494756
매치워커스,1498196
신화에프이원,1501843
에스이디앤씨,1462410
에이치비씨,1307308
케이앤엠파트너스,1311736
아존아시아,642578
세원아이티씨,528676
피앤에스맨파워,1490024
더에스에이치제오차,1513167
머스트리드,969031
더에스에이치제육차,1513185
더에스에이치제칠차,1513194
에스지아이비에스피제이차,1513228
과천공동대토,1453023
제이파트너스,1259649
제이온더블유,1491281
퍼스트파이브지제오십이차유동화전문,1491689
하남감일풍경채제일차유동화전문유한회사,1491698
홍콩춘순국제무역유한공사,1509906
디딤코퍼레이션,1509678
삼운레저,1173677
메자닌플러스자산운용,1530492
키움디앤씨,1369742
폴라에스큐제일차,1491865
와이제이엘에프제이차,1491874
알파동탄랜드,1491883
웰컴투썸머제오차,1491892
시밀레알루미늄,1510823
씨엘자산운용,1513352
메이준생활건강,1187564
기은센구조화제십삼차,1501986
태영이엔지,1406566
트루프랜드담양제이차,992552
인피니튜드,1500376
보원,1141535
연신내주상제일차,1518001
야성,1260335
세종앤파트너스3,1306813
세종앤파트너스2,1227181
김포양곡주택위탁관리부동산투자회사,1263448
아름주택건설,1158748
엠에스비티,1182277
유강,1499308
펍지,1032495
송도파워,685962
프리굿,1500172
에이치디가양제일차,1504682
에이치디가양제이차,1504691
에이치디가양제삼차,1504707
레오파마,1486960
아이디에스글로벌,914369
동진해상교역,834160
카노,961084
로지원,1367054
목은,1475283
하이디에이치씨일호,1084939
알에프윈도우,560724
한진케미칼,1530119
호양건설,928317
용인죽전이베스트,1531136
유성디엔씨,1462766
와이드모바일,1341126
베스트윈,1254565
세아기업,1369706
송학,1402269
광주상무에이비엘,1472091
대명건설,211192
대명호텔앤리조트제주,255424
흥진개발,1311763
제이피에스,1352991
브이엘삼일,1489806
쟈마트메디칼,1228694
하이케이에스,1173109
오엔에스글로벌,1377769
인덜지,1210464
위노바,261735
푸른강원건설,449102
대경웍스,1312443
엔씨씨,488606
케이앤에이치솔라,965868
케이디제이테크놀로지,1371163
엠에스파트너스,1381018
원봉기업,987994
하나다개발,1140527
광명태양광,1300545
한중대영공업,1508712
케이에이엠,1081659
티아이씨,967732
수성파라다이스,1471825
프라임씨앤디,1508934
키스트론,197670
건원씨에이치투엠힐피엠씨,1498169
인디자인,1498655
수경주택건설,1366374
엘빈종합건설,986940
영천고경산단,1259320
이수에어텍,1076611
블리츠웨이,1341889
에이디티캡스,157575
세미크론,870746
영창기업,1293041
세보테크,971452
진우자산개발,1218536
모토로라솔루션코리아,926018
주식회시스카이라이너디앤씨,1382150
라힘컴퍼니,1486793
우진씨앤디,1147575
에이플러스비,980803
로얄피엠씨,1211029
지구종합건설,1383441
명성,1509793
유현하우징,1413450
에이프로,819064
동림건설,1359888
에스에이티텍,1402339
에이치인베스트먼트,1430749
효정이앤씨,1477069
케이에스피신흥디아이피,1024177
기은씨앤피,1401419
과천웰스홀딩스,1159002
아주피앤씨,1259667
태풍씨앤디,1330962
동림금속,769839
피에이에스브로,1306798
지앤오코퍼레이션,413259
드래곤패밀리투,1377732
스카이하우징,1135923
대명소노,109921
케이비시스템,1497896
빌더스이앤씨,531704
안양비전타운,1440074
보승,1496903
금양디앤디,1228959
우영,970806
롯데쇼핑타운대구,1097395
제이드엠,991331
태경종합건설,1496541
영도건설산업,140627
빌드업컴퍼니,1227613
웰스피엠,804813
효정디앤드씨,1300527
블루텍홀딩스,1509173
웅천개발,1382479
애플트리프로젝트금융투자,1020250
주)에이앤비홀딩스,1307043
콘티넨탈오토모티브일렉트로닉스,219565
메디탑,1252141
어반에스제이,1370906
열림파트너즈,1302677
로텍엔지니어링,1457409
한강홀딩스,1477953
명가산업개발,1435197
에이치케이에너지,1301906
엠스퀘어피에프브이,1084249
세종왕관,1300396
원마루,1384422
씨엔디상사,1019227
엘라코리아,1290433
다올자산개발,1154502
거제피에프브이,1338618
현대파킹타워,1406229
다모아정보통신,1154797
새한레미콘,198013
삼강신소재,1475779
카이온인터네쇼날,811682
코람코가치부가형리테일제2호위탁관리자부동산투자회사,1182435
케이시와이산업개발,1401765
골든코어,1407626
해성마트일산,1395969
코리아인,1461369
정인티엔씨,1027484
현우인터네셔널,269621
아이디앤에치에스,1430387
시뮬레이션테크,872443
삼다산업개발,1369344
신홀딩스,1518463
동철,817251
피지랜드,1495384
송경,1405576
준씨엠에스,1330096
남경자원,1027323
엑스뻬제,1497841
지엠피앤디,1242375
칼텍실링테크,1025918
대륜코브라더스피에프브이,1298046
지유안,1174348
덕수인터내셔널,868565
에스에이프로젝트제삼차,1473212
한울담,1219234
건원건설,1217315
문영건설,363042
동인인터내셔날,1195068
엘티알,1372597
성호도시개발,1474424
에스디그룹,918107
창남조선,1393703
케이산업개발,1086502
희성산업,1469431
이티홈,1457959
짐메이트,1010253
부성엘티에스,1291566
디투에스,813343
알앤더스,616421
해피앤리치개발,940869
범계역모비우스피에프브이,1293290
이에이쉬핑,1026227
콘타이와꼬란타이,1478934
경주환경에너지,975643
지엠피쥬얼리,1498734
제일벽지,669584
에코장안일반산업단지개발,1146813
예다인,1509517
경산컨벤션,871930
성은건설,1387243
청북식자재마트,1504327
디에스케이,670641
우리하우징,1312045
한투에스지기업재무안정사모투자,1530836
디에스개발,1177947
명진기업,1406627
메트로앤리소서비스,1458107
일광산업개발,1466586
벽산,1283895
대양기술,1016628
삼영개발,1084753
대흥철강,613929
골든가,1385801
우성하이백,1381610
에스제이디엔디,1285024
엔케이종합상사,1508651
마곡엘앤타워피에프브이,1485767
트라움종합건설,1175879
국토실업,768371
신한투자개발,766072
스프링캠프,1246803
청주아일관광,1507670
피앤티,1361838
태한,1369946
아리아퍼니쳐,1327162
원익엘앤디,810498
그린월드하우징,1449570
디케이알제일차,1474035
유디렌탈,958983
포모스트,939456
코오롱오토케어서비스,1277797
투데이홀딩스,1294271
신화아쿠아,776194
두성도시건설,1231014
아이그린,1429770
뉴욕컴퍼니,1257757
베스트산업,1486809
에스엔지산업,1460342
엠에스산업,972567
동신오토,1402719
성우에스피,1378713
코람코가치부가형리테일제1호위탁관리모부동산투자회사,1182426
우석이천제이차,1530906
비앤드케이,1375831
라온,1462401
신창정밀,1383797
상록개발,1102873
대영건설산업,1308431
에프디에스,1364710
디안종합건설,1374504
오리온,440907
원시스템,1290275
서일개발,1075533
세진공업,605133
블루모빌,1140332
뉴욕파이낸셜그룹,1361704
남성교통,366100
디엔이솔라,1098525
온누리개발,1508101
와가무역,1385528
퀸즈포디엄,1371428
헬로크라우드대부,1291742
휴스톰,1382211
아보네,1341667
대창HRSG,358493
파워렉스코리아,1026607
청남건축사사무소,1101917
서하종합건설,1376919
코크렙엔피에스제2호기업구조조정부동산투자회사,648332
제이더블유디앤씨,1304374
아산디엔씨,662165
자인엠,1097599
콤보,1464472
엔케이쉽핑,1457366
현대엠엔소프트,495475
씨앤에스공영,586449
송광모터스,1500765
비스텔,1013153
모티개발,1384529
케이클라비스이천피에프브이제7호,1361397
천일이엔씨,1414079
서진디앤씨,1509739
김해센텀2차피에프브이,1224342
대만종합건설,570420
바이오스타코리아,810425
필아테크,816483
신구산업,1475663
고양삼송자이더빌리지주택위탁관리부동산투자회사,1393013
아주프론티어,674328
대한산업,113571
남부상사,1489213
제주에코힐,1461314
더블유건설,1386679
우진홀딩스,1378078
세주개발,1287262
아델,1089749
투르코사수출입트랜짓,1514607
명성이렉트릭,1497647
에이치엔씨,1367188
엔에스파트너스,1071227
테라젠지놈케어,1524385
에스에스개발,1478226
우진지앤티,1464418
우진일렉트,869458
아벤트리알앤엠,896656
한산,1461970
경지2,1296002
케이원디앤씨,1374188
대상휴먼씨,1289224
한라세라지오,471916
플루시오스바이오제2호,1530702
젠트리움,1370562
콘도르디앤씨,1291308
유심천온천리조트,1398832
창성정보기술,1412512
코리아네트웍스,1233474
유림아이엔씨,1306983
클레어스코리아,1083444
아이피에이,1372940
에이치앤에프개발,1463950
한솔,1475326
솔키스아일랜드멱덕우,1311912
에쓰엔티인베스트,1043251
민재,1294299
리더스,1294545
세림비앤지,1154557
시티개발,1019111
황동산업,635338
엘앤지,1330616
대흘미담,1504460
센텀사이언스파크,694155
인토디앤씨,1301164
바이오이즈,1185548
레오투자자문,1533587
사단법인부산항시설관리센터,1533675
브이원대부,1493438
더케이디,1328790
롯데인천개발,952581
에스에이치케이홀딩스,915173
케이엔반도체투자,1535275
인엘씨테크놀러지,1535248
글로벌어음피투피제일차,1535187
어반에이앤디,1495506
묘상명동개발,1466887
레이크,1464463
케이앤비개발,1301535
서울우리디엔씨,1407954
미래테크노,678689
소명,1469945
경현,1405938
에스케이이앤디,1308538
신화기업,1214664
대영기업,1477139
진영전자월드,1368424
홍원개발,1484722
이현어패럴,1497188
이린,1137541
드림플,925073
월드컴에듀,1334296
지티디앤씨,1474585
씨앤에이,1452741
드림올넷제일차,1532029
여흥건설,444851
비엔케이수성제이차,1532047
알파속초제일차,1532065
하이뉴노멀제육차,1532074
동원디앤씨,1408582
GlobalXExchangeTradedFundsSeriesOFC,1533833
그린수소에너지,1533842
가제트홀딩스,1535372
삼인기업,1536344
아이시티건설,1069763
쿠퍼스탠다드오토모티브코리아,222897
아리아모빌,1489666
제니스개발,1072174
제이콥씨앤이,1028793
에스엠그룹,1299337
동남건설산업,1402977
평화정밀,970736
제이에스피,1432491
오앤제이,1039382
삼화동력개발,227801
오케이건설,1471667
베스트,1257003
중부기업앤효경,1405886
에이치케이아이스틸,1074792
그랑블제주알앤지,571562
티엘에이치,1296181
청해,1157147
제이티앤미디어,1254121
지에프포라,954039
지에스산업개발,1082010
삼원알텍,1019883
올로케이션,1341579
아쉬세븐,1463446
에이치자산운용,1532092
에스더블유홀딩스,1532126
젤코바홀딩스,1533921
데일리파트너스,1103979
씨엔알리서치,1151189
엘엔에스자산운용,1535460
오토에디션제일차,1535479
제이온세븐,1535488
에프엔홀딩스,255673
레이크힐스리조트,368427
우민산업개발,1469884
스타코퍼레이션,1474691
로건디앤씨,1463279
그린시안대부,1080906
코람코가치부가형리테일제3호위탁관리자부동산투자회사,1278200
제로투원제일차,1531376
태성골뱅이,1503823
회명옵틱스,474144
송도에이투피에프브이,1231078
가온빌드,1366949
한아해운,657817
씨인터내셔널,243182
멀티파워텍,1505849
케이앤지코퍼레이션,1532162
